260.0,0
260.0,1.0
260.02,2.0
260.03,3.0
260.06,4.0
260.1,5.0
260.14,6.0
260.19,7.0
260.25,8.0
260.31,9.0
260.38,10.0
260.46,11.0
260.55,12.0
260.65,13.0
260.75,14.0
260.86,15.0
260.98,16.0
261.11,17.0
261.24,18.0
261.38,19.0
261.53,20.0
261.69,21.0
261.85,22.0
262.02,23.0
262.2,24.0
262.38,25.0
262.57,26.0
262.77,27.0
262.98,28.0
263.2,29.0
263.42,30.0
263.65,31.0
263.88,32.0
264.12,33.0
264.37,34.0
264.63,35.0
264.89,36.0
265.16,37.0
265.44,38.0
265.72,39.0
266.01,40.0
266.31,41.0
266.62,42.0
266.93,43.0
267.24,44.0
267.57,45.0
267.9,46.0
268.24,47.0
268.58,48.0
268.93,49.0
269.28,50.0
269.65,51.0
270.01,52.0
270.39,53.0
270.77,54.0
271.16,55.0
271.55,56.0
271.95,57.0
272.35,58.0
272.76,59.0
273.18,60.0
273.6,61.0
274.03,62.0
274.46,63.0
274.9,64.0
275.34,65.0
275.79,66.0
276.25,67.0
276.71,68.0
277.18,69.0
277.65,70.0
278.12,71.0
278.61,72.0
279.09,73.0
279.59,74.0
280.08,75.0
280.59,76.0
281.09,77.0
281.6,78.0
282.12,79.0
282.64,80.0
283.17,81.0
283.7,82.0
284.24,83.0
284.78,84.0
285.32,85.0
285.87,86.0
286.43,87.0
286.98,88.0
287.55,89.0
288.11,90.0
288.69,91.0
289.26,92.0
289.84,93.0
290.42,94.0
291.01,95.0
291.6,96.0
292.2,97.0
292.8,98.0
293.4,99.0
294.01,100.0
294.62,101.0
295.24,102.0
295.86,103.0
296.48,104.0
297.11,105.0
297.74,106.0
298.37,107.0
299.01,108.0
299.65,109.0
300.29,110.0
300.94,111.0
301.59,112.0
302.25,113.0
302.9,114.0
303.57,115.0
304.23,116.0
304.9,117.0
305.57,118.0
306.24,119.0
306.92,120.0
307.6,121.0
308.28,122.0
308.97,123.0
309.66,124.0
310.35,125.0
311.04,126.0
311.74,127.0
312.44,128.0
313.14,129.0
313.85,130.0
314.56,131.0
315.27,132.0
315.98,133.0
316.7,134.0
317.42,135.0
318.14,136.0
318.86,137.0
319.59,138.0
320.32,139.0
321.05,140.0
321.78,141.0
322.52,142.0
323.26,143.0
324.0,144.0
324.74,145.0
325.49,146.0
326.24,147.0
326.99,148.0
327.74,149.0
328.49,150.0
329.25,151.0
330.01,152.0
330.77,153.0
331.53,154.0
332.3,155.0
333.07,156.0
333.84,157.0
334.61,158.0
335.38,159.0
336.16,160.0
336.93,161.0
337.71,162.0
338.49,163.0
339.27,164.0
340.06,165.0
340.85,166.0
341.63,167.0
342.42,168.0
343.22,169.0
344.01,170.0
344.8,171.0
345.6,172.0
346.4,173.0
347.2,174.0
348.0,175.0
348.81,176.0
349.61,177.0
350.42,178.0
351.23,179.0
352.04,180.0
352.85,181.0
353.66,182.0
354.47,183.0
355.29,184.0
356.11,185.0
356.93,186.0
357.75,187.0
358.57,188.0
359.39,189.0
360.22,190.0
361.04,191.0
361.87,192.0
362.7,193.0
363.53,194.0
364.36,195.0
365.19,196.0
366.03,197.0
366.86,198.0
367.7,199.0
368.54,200.0
369.38,201.0
370.22,202.0
371.06,203.0
371.9,204.0
372.74,205.0
373.59,206.0
374.44,207.0
375.28,208.0
376.13,209.0
376.98,210.0
377.83,211.0
378.68,212.0
379.54,213.0
380.39,214.0
381.25,215.0
382.1,216.0
382.96,217.0
383.82,218.0
384.68,219.0
385.54,220.0
386.4,221.0
387.26,222.0
